Picklist_date,picklist_no,picklist_type,stores_in_picklist
2025-12-08,1751,bulk,"394577.0,400356.0"
2025-12-08,1752,bulk,"399370.0,400356.0"
2025-12-08,1753,multi order,"396857.0,400989.0"
2025-12-08,1754,bulk,"396204.0,400989.0"
2025-12-08,1755,bulk,"396857.0,401071.0"
2025-12-08,1756,bulk,"400356.0,400061.0"
2025-12-08,1757,bulk,"400061.0,394542.0"
2025-12-08,1758,bulk,"400989.0,400061.0"
2025-12-08,1759,bulk,"394577.0,392645.0"
2025-12-08,1760,bulk,"396204.0,400061.0"
2025-12-08,1761,bulk,"396857.0,396204.0"
2025-12-08,1762,bulk,"396857.0,400061.0"
2025-12-08,1763,multi order,"394577.0,401071.0"
2025-12-08,1764,bulk,"396204.0,400989.0"
2025-12-08,1765,multi order,"399370.0,400061.0"
2025-12-08,1766,multi order,"400356.0,401071.0"
2025-12-08,1767,bulk,"400061.0,401071.0"
2025-12-08,1768,bulk,"399370.0,400989.0"
2025-12-08,1769,bulk,"396204.0,400061.0"
2025-12-08,1770,bulk,"400356.0,400989.0"
2025-12-08,1771,bulk,"400356.0,394542.0"
2025-12-08,1772,bulk,"396857.0,400356.0"
2025-12-08,1773,bulk,"396204.0,392645.0"
2025-12-08,1774,multi order,"399370.0,401071.0"
2025-12-08,1775,bulk,"394577.0,400989.0"
2025-12-08,1776,bulk,"394577.0,400356.0"
2025-12-08,1777,bulk,"399370.0,400989.0"
2025-12-08,1778,bulk,"396857.0,394542.0"
2025-12-08,1779,bulk,"396204.0,400061.0"
2025-12-08,1780,bulk,"400061.0,394542.0"
2025-12-08,1781,bulk,"400356.0,394542.0"
2025-12-08,1782,bulk,"394577.0,400356.0"
2025-12-08,1783,multi order,"394577.0,401071.0"
2025-12-08,1784,bulk,"394577.0,396857.0"
2025-12-08,1785,multi order,"400698.0,400356.0"
2025-12-08,1786,bulk,"398161.0,400061.0"
2025-12-08,1787,bulk,"396204.0,400989.0"
2025-12-08,1788,bulk,"394577.0,398161.0"
2025-12-08,1789,bulk,"399370.0,400061.0"
2025-12-08,1790,multi order,"398161.0,396857.0"
2025-12-08,1791,multi order,"394577.0,400061.0"
2025-12-08,1792,multi order,"396857.0,394542.0"
2025-12-08,1793,bulk,"399370.0,394542.0"
2025-12-08,1794,bulk,"400698.0,396204.0"
2025-12-08,1795,bulk,"400698.0,400989.0"
2025-12-08,1796,bulk,"398161.0,400061.0"
2025-12-08,1797,bulk,"400356.0,400989.0"
2025-12-08,1798,multi order,"394577.0,400989.0"
2025-12-08,1799,bulk,"396204.0,400356.0"
2025-12-08,1800,multi order,"396857.0,399370.0"
2025-12-08,1801,multi order,"400989.0,401071.0"
2025-12-08,1802,bulk,"398161.0,400989.0"
2025-12-08,1803,bulk,"396857.0,394542.0"
2025-12-08,1804,multi order,"394577.0,400061.0"
2025-12-08,1805,multi order,"400989.0,401071.0"
2025-12-08,1806,bulk,"394577.0,400061.0"
2025-12-08,1807,multi order,"392645.0,400061.0"
2025-12-08,1808,bulk,"399370.0,401071.0"
2025-12-08,1809,bulk,"400698.0,400061.0"
2025-12-08,1810,bulk,"394577.0,394542.0"
2025-12-08,1811,multi order,"400356.0,401071.0"
2025-12-08,1812,bulk,"396857.0,396204.0"
2025-12-08,1813,bulk,"400989.0,400061.0"
2025-12-08,1814,bulk,"396857.0,394542.0"
2025-12-08,1815,bulk,"396204.0,400356.0"
2025-12-08,1816,multi order,"399370.0,400061.0"
2025-12-08,1817,multi order,"398161.0,400356.0"
2025-12-08,1818,multi order,"396857.0,400989.0"
2025-12-08,1819,bulk,"399370.0,400356.0"
2025-12-08,1820,multi order,"398161.0,399370.0"
2025-12-08,1821,multi order,"396204.0,400989.0"
2025-12-08,1822,multi order,"396857.0,399370.0"
2025-12-08,1823,bulk,"400356.0,400989.0"
2025-12-08,1824,multi order,"400061.0,401071.0"
2025-12-08,1825,bulk,"394577.0,400356.0"
2025-12-08,1826,bulk,"396857.0,400989.0"
2025-12-08,1827,bulk,"399370.0,400061.0"
2025-12-08,1828,bulk,"400989.0,401071.0"
2025-12-08,1829,bulk,"394577.0,396857.0"
2025-12-08,1830,bulk,"396857.0,394542.0"
2025-12-08,1831,bulk,"400356.0,401071.0"
2025-12-08,1832,bulk,"396857.0,399370.0"
2025-12-08,1833,bulk,"400356.0,400989.0"
2025-12-08,1834,bulk,"394577.0,398161.0"
2025-12-08,1835,bulk,"394577.0,396857.0"
2025-12-08,1836,bulk,"399370.0,400061.0"
2025-12-08,1837,multi order,"399370.0,396204.0"
2025-12-08,1838,bulk,"394577.0,400356.0"
2025-12-08,1839,multi order,"400989.0,401071.0"
2025-12-08,1840,multi order,"399370.0,400061.0"
2025-12-08,1841,multi order,"400061.0,401071.0"
2025-12-08,1842,bulk,"399370.0,396204.0"
2025-12-08,1843,bulk,"400061.0,394542.0"
2025-12-08,1844,bulk,"400989.0,400061.0"
2025-12-08,1845,bulk,"396857.0,400356.0"
2025-12-08,1846,bulk,"392645.0,400989.0"
2025-12-08,1847,bulk,"394577.0,400061.0"
2025-12-08,1848,bulk,"392645.0,400061.0"
2025-12-08,1849,multi order,"396204.0,400356.0"
2025-12-08,1850,bulk,"400061.0,401071.0"
2025-12-08,1851,bulk,"392645.0,394542.0"
2025-12-08,1852,bulk,"400356.0,400061.0"
2025-12-08,1853,bulk,"400356.0,394542.0"
2025-12-08,1854,multi order,"399370.0,396204.0"
2025-12-08,1855,bulk,"394577.0,400061.0"
2025-12-08,1856,bulk,"400989.0,401071.0"
2025-12-08,1857,bulk,"400356.0,400061.0"
2025-12-08,1858,bulk,"399370.0,396204.0"
2025-12-08,1859,bulk,"400061.0,394542.0"
2025-12-08,1860,multi order,"396857.0,400989.0"
2025-12-08,1861,multi order,"394577.0,400989.0"
2025-12-08,1862,multi order,"400356.0,400989.0"
2025-12-08,1863,bulk,"396204.0,392645.0"
2025-12-08,1864,multi order,"396857.0,392645.0"
2025-12-08,1865,multi order,"400989.0,400061.0"
2025-12-08,1866,bulk,"396857.0,400061.0"
2025-12-08,1867,bulk,"398161.0,399370.0"
2025-12-08,1868,bulk,"396857.0,400061.0"
2025-12-08,1869,bulk,"392645.0,400989.0"
2025-12-08,1870,bulk,"398161.0,400061.0"
2025-12-08,1871,bulk,"392645.0,400061.0"
2025-12-08,1872,multi order,"398161.0,400061.0"
2025-12-08,1873,multi order,"394577.0,400989.0"
2025-12-08,1874,multi order,"396204.0,400989.0"
2025-12-08,1875,multi order,"400356.0,401071.0"
2025-12-08,1876,bulk,"399370.0,392645.0"
2025-12-08,1877,bulk,"394577.0,401071.0"
2025-12-08,1878,bulk,"396204.0,400989.0"
2025-12-08,1879,bulk,"396204.0,400989.0"
2025-12-08,1880,multi order,"398161.0,396857.0"
2025-12-08,1881,bulk,"396857.0,400061.0"
2025-12-08,1882,multi order,"394577.0,400989.0"
2025-12-08,1883,bulk,"400061.0,401071.0"
2025-12-08,1884,bulk,"396204.0,400989.0"
2025-12-08,1885,multi order,"400356.0,400061.0"
2025-12-08,1886,bulk,"396857.0,399370.0"
2025-12-08,1887,bulk,"400356.0,400989.0"
2025-12-08,1888,bulk,"394577.0,401071.0"
2025-12-08,1889,bulk,"398161.0,392645.0"
2025-12-08,1890,bulk,"400989.0,394542.0"
2025-12-08,1891,bulk,"400698.0,396204.0"
2025-12-08,1892,bulk,"400989.0,401071.0"
2025-12-08,1893,bulk,"396204.0,394542.0"
2025-12-08,1894,multi order,"392645.0,401071.0"
2025-12-08,1895,bulk,"400061.0,394542.0"
2025-12-08,1896,bulk,"396857.0,400356.0"
2025-12-08,1897,multi order,"400989.0,400061.0"
2025-12-08,1898,bulk,"396857.0,400989.0"
2025-12-08,1899,bulk,"398161.0,400698.0"
2025-12-08,1900,bulk,"400356.0,401071.0"
2025-12-08,1901,bulk,"396204.0,394542.0"
2025-12-08,1902,bulk,"394577.0,399370.0"
2025-12-08,1903,bulk,"392645.0,400989.0"
2025-12-08,1904,bulk,"400356.0,400989.0"
2025-12-08,1905,bulk,"394577.0,400061.0"
2025-12-08,1906,bulk,"400356.0,400061.0"
2025-12-08,1907,multi order,"394577.0,396204.0"
2025-12-08,1908,multi order,"399370.0,396204.0"
2025-12-08,1909,multi order,"400356.0,400989.0"
2025-12-08,1910,multi order,"396857.0,401071.0"
2025-12-08,1911,bulk,"400356.0,400989.0"
2025-12-08,1912,multi order,"400989.0,401071.0"
2025-12-08,1913,multi order,"400356.0,400061.0"
2025-12-08,1914,bulk,"396857.0,400061.0"
2025-12-08,1915,bulk,"399370.0,400989.0"
2025-12-08,1916,bulk,"394577.0,394542.0"
2025-12-08,1917,multi order,"400989.0,400061.0"
2025-12-08,1918,bulk,"394577.0,396204.0"
2025-12-08,1919,bulk,"394577.0,394542.0"
2025-12-08,1920,bulk,"399370.0,400061.0"
2025-12-08,1921,multi order,"400061.0,401071.0"
2025-12-08,1922,bulk,"400356.0,400989.0"
2025-12-08,1923,bulk,"400061.0,394542.0"
2025-12-08,1924,bulk,"396857.0,400061.0"
2025-12-08,1925,bulk,"392645.0,400061.0"
2025-12-08,1926,bulk,"396857.0,400356.0"
2025-12-08,1927,bulk,"396204.0,400989.0"
2025-12-08,1928,multi order,"396857.0,400989.0"
2025-12-08,1929,bulk,"396204.0,400989.0"
2025-12-08,1930,bulk,"396857.0,400061.0"
2025-12-08,1931,multi order,"394577.0,394542.0"
2025-12-08,1932,bulk,"394577.0,396857.0"
2025-12-08,1933,bulk,"394577.0,400356.0"
2025-12-08,1934,bulk,"398161.0,396857.0"
2025-12-08,1935,bulk,"396857.0,401071.0"
2025-12-08,1936,bulk,"394577.0,394542.0"
2025-12-08,1937,bulk,"400356.0,400061.0"
2025-12-08,1938,multi order,"396857.0,400989.0"
2025-12-08,1939,bulk,"398161.0,392645.0"
2025-12-08,1940,bulk,"400989.0,400061.0"
2025-12-08,1941,bulk,"400356.0,396204.0"
2025-12-08,1942,bulk,"400698.0,394542.0"
2025-12-08,1943,bulk,"399370.0,400989.0"
2025-12-08,1944,bulk,"394577.0,401071.0"
2025-12-08,1945,bulk,"396857.0,392645.0"
2025-12-08,1946,bulk,"400356.0,401071.0"
2025-12-08,1947,bulk,"394577.0,400061.0"
2025-12-08,1948,multi order,"394542.0,401071.0"
2025-12-08,1949,bulk,"394577.0,400061.0"
2025-12-08,1950,bulk,"396204.0,401071.0"
2025-12-08,1951,bulk,"400356.0,392645.0"
2025-12-08,1952,bulk,"394577.0,400061.0"
2025-12-08,1953,bulk,"396857.0,399370.0"
2025-12-08,1954,bulk,"400356.0,392645.0"
2025-12-08,1955,multi order,"396204.0,400061.0"
2025-12-08,1956,bulk,"398161.0,394577.0"
2025-12-08,1957,bulk,"396204.0,400356.0"
2025-12-08,1958,bulk,"398161.0,400061.0"
2025-12-08,1959,bulk,"400989.0,400061.0"
2025-12-08,1960,multi order,"400356.0,400061.0"
2025-12-08,1961,multi order,"399370.0,392645.0"
2025-12-08,1962,bulk,"400698.0,400356.0"
2025-12-08,1963,bulk,"400061.0,394542.0"
2025-12-08,1964,bulk,"400989.0,401071.0"
2025-12-08,1965,bulk,"394577.0,396857.0"
2025-12-08,1966,bulk,"398161.0,396204.0"
2025-12-08,1967,bulk,"396204.0,392645.0"
2025-12-08,1968,bulk,"399370.0,401071.0"
2025-12-08,1969,bulk,"398161.0,394577.0"
2025-12-08,1970,bulk,"396857.0,392645.0"
2025-12-08,1971,multi order,"400356.0,401071.0"
2025-12-08,1972,bulk,"396857.0,394542.0"
2025-12-08,1973,bulk,"394577.0,392645.0"
2025-12-08,1974,bulk,"398161.0,400698.0"
2025-12-08,1975,bulk,"400356.0,400061.0"
2025-12-08,1976,bulk,"399370.0,400989.0"
2025-12-08,1977,bulk,"400356.0,394542.0"
2025-12-08,1978,multi order,"399370.0,400989.0"
2025-12-08,1979,multi order,"399370.0,396204.0"
2025-12-08,1980,bulk,"396204.0,400989.0"
2025-12-08,1981,multi order,"400989.0,400061.0"
2025-12-08,1982,bulk,"396857.0,396204.0"
2025-12-08,1983,bulk,"400061.0,401071.0"
2025-12-08,1984,bulk,"396857.0,400061.0"
2025-12-08,1985,multi order,"400356.0,401071.0"
2025-12-08,1986,bulk,"396204.0,400989.0"
2025-12-08,1987,bulk,"396204.0,392645.0"
2025-12-08,1988,multi order,"396857.0,400356.0"
2025-12-08,1989,bulk,"398161.0,396204.0"
2025-12-08,1990,bulk,"396857.0,400061.0"
2025-12-08,1991,bulk,"394577.0,400989.0"
2025-12-08,1992,bulk,"400356.0,400061.0"
2025-12-08,1993,bulk,"399370.0,394542.0"
2025-12-08,1994,multi order,"396204.0,400989.0"
2025-12-08,1995,multi order,"398161.0,396857.0"
2025-12-08,1996,multi order,"396204.0,400061.0"
2025-12-08,1997,multi order,"392645.0,401071.0"
2025-12-08,1998,multi order,"394577.0,400061.0"
2025-12-08,1999,multi order,"400356.0,401071.0"
2025-12-08,2000,multi order,"394577.0,400061.0"
2025-12-08,2001,bulk,"394577.0,401071.0"
2025-12-08,2002,multi order,"400989.0,392645.0"
2025-12-08,2003,multi order,"396857.0,399370.0"
2025-12-08,2004,bulk,"396204.0,392645.0"
2025-12-08,2005,bulk,"394577.0,400698.0"
2025-12-08,2006,bulk,"398161.0,394542.0"
2025-12-08,2007,bulk,"396857.0,396204.0"
2025-12-08,2008,bulk,"398161.0,396204.0"
2025-12-08,2009,bulk,"396204.0,400989.0"
2025-12-08,2010,bulk,"400356.0,400061.0"
2025-12-08,2011,bulk,"394577.0,400061.0"
2025-12-08,2012,multi order,"396204.0,400061.0"
2025-12-08,2013,bulk,"400698.0,400356.0"
2025-12-08,2014,bulk,"396204.0,401071.0"
2025-12-08,2015,bulk,"400989.0,400061.0"
2025-12-08,2016,bulk,"399370.0,396204.0"
2025-12-08,2017,bulk,"400061.0,394542.0"
2025-12-08,2018,bulk,"396857.0,400356.0"
2025-12-08,2019,bulk,"394577.0,396204.0"
2025-12-08,2020,bulk,"400989.0,394542.0"
2025-12-08,2021,bulk,"398161.0,394577.0"
2025-12-08,2022,multi order,"399370.0,396204.0"
2025-12-08,2023,bulk,"396857.0,400356.0"
2025-12-08,2024,bulk,"400698.0,399370.0"
2025-12-08,2025,bulk,"394577.0,396204.0"
2025-12-08,2026,bulk,"396204.0,400989.0"
2025-12-08,2027,bulk,"400356.0,400061.0"
2025-12-08,2028,bulk,"400989.0,392645.0"
2025-12-08,2029,bulk,"396857.0,400356.0"
2025-12-08,2030,multi order,"399370.0,400061.0"
2025-12-08,2031,bulk,"392645.0,400061.0"
2025-12-08,2032,bulk,"400356.0,400061.0"
2025-12-08,2033,bulk,"399370.0,400989.0"
2025-12-08,2034,bulk,"394577.0,394542.0"
2025-12-08,2035,multi order,"400989.0,394542.0"
2025-12-08,2036,multi order,"400061.0,401071.0"
2025-12-08,2037,bulk,"394577.0,394542.0"
2025-12-08,2038,bulk,"398161.0,394542.0"
2025-12-08,2039,multi order,"396204.0,400989.0"
2025-12-08,2040,bulk,"400989.0,394542.0"
2025-12-08,2041,multi order,"396857.0,400356.0"
2025-12-08,2042,bulk,"396204.0,392645.0"
2025-12-08,2043,multi order,"400061.0,394542.0"
2025-12-08,2044,bulk,"399370.0,400356.0"
2025-12-08,2045,bulk,"394577.0,401071.0"
2025-12-08,2046,bulk,"400989.0,400061.0"
2025-12-08,2047,multi order,"400989.0,394542.0"
2025-12-08,2048,multi order,"394577.0,396857.0"
2025-12-08,2049,bulk,"394577.0,394542.0"
2025-12-08,2050,multi order,"399370.0,400061.0"
2025-12-08,2051,bulk,"392645.0,394542.0"
2025-12-08,2052,bulk,"396857.0,396204.0"
2025-12-08,2053,bulk,"398161.0,400061.0"
2025-12-08,2054,bulk,"396857.0,400356.0"
2025-12-08,2055,bulk,"399370.0,401071.0"
2025-12-08,2056,bulk,"396204.0,401071.0"
2025-12-08,2057,bulk,"400989.0,400061.0"
2025-12-08,2058,bulk,"396204.0,400356.0"
2025-12-08,2059,multi order,"396204.0,401071.0"
2025-12-08,2060,multi order,"398161.0,400989.0"
2025-12-08,2061,multi order,"398161.0,392645.0"
2025-12-08,2062,multi order,"394577.0,396204.0"
2025-12-08,2063,multi order,"396857.0,394542.0"
2025-12-08,2064,multi order,"400989.0,394542.0"
2025-12-08,2065,bulk,"396204.0,400989.0"
2025-12-08,2066,bulk,"394577.0,399370.0"
2025-12-08,2067,bulk,"396857.0,400989.0"
2025-12-08,2068,bulk,"396857.0,400061.0"
2025-12-08,2069,bulk,"396204.0,400989.0"
2025-12-08,2070,bulk,"400989.0,400061.0"
2025-12-08,2071,multi order,"396857.0,400698.0"
2025-12-08,2072,multi order,"400989.0,394542.0"
2025-12-08,2073,bulk,"394577.0,398161.0"
2025-12-08,2074,multi order,"394577.0,401071.0"
2025-12-08,2075,bulk,"396857.0,396204.0"
2025-12-08,2076,multi order,"396857.0,400356.0"
2025-12-08,2077,bulk,"394577.0,400061.0"
2025-12-08,2078,bulk,"396857.0,396204.0"
2025-12-08,2079,bulk,"392645.0,394542.0"
2025-12-08,2080,bulk,"396857.0,396204.0"
2025-12-08,2081,bulk,"400356.0,401071.0"
2025-12-08,2082,multi order,"396857.0,401071.0"
2025-12-08,2083,bulk,"399370.0,392645.0"
2025-12-08,2084,multi order,"392645.0,400061.0"
2025-12-08,2085,bulk,"394577.0,400356.0"
2025-12-08,2086,multi order,"396857.0,400356.0"
2025-12-08,2087,bulk,"400061.0,394542.0"
2025-12-08,2088,bulk,"394577.0,396857.0"
2025-12-08,2089,multi order,"399370.0,394542.0"
2025-12-08,2090,bulk,"394577.0,401071.0"
2025-12-08,2091,bulk,"400989.0,394542.0"
2025-12-08,2092,bulk,"400356.0,392645.0"
2025-12-08,2093,bulk,"396857.0,400061.0"
2025-12-08,2094,bulk,"400989.0,394542.0"
2025-12-08,2095,bulk,"396204.0,400061.0"
2025-12-08,2096,bulk,"394577.0,398161.0"
2025-12-08,2097,bulk,"400989.0,394542.0"
2025-12-08,2098,multi order,"394577.0,400061.0"
2025-12-08,2099,multi order,"400989.0,400061.0"
2025-12-08,2100,bulk,"394577.0,399370.0"
2025-12-08,2101,bulk,"394577.0,400698.0"
2025-12-08,2102,bulk,"392645.0,400989.0"
2025-12-08,2103,bulk,"394577.0,396204.0"
2025-12-08,2104,multi order,"394577.0,401071.0"
2025-12-08,2105,multi order,"400698.0,392645.0"
2025-12-08,2106,bulk,"398161.0,400989.0"
2025-12-08,2107,bulk,"396204.0,400356.0"
2025-12-08,2108,bulk,"396204.0,400061.0"
2025-12-08,2109,bulk,"392645.0,394542.0"
2025-12-08,2110,multi order,"394577.0,399370.0"
2025-12-08,2111,bulk,"400989.0,394542.0"
2025-12-08,2112,bulk,"396204.0,400356.0"
2025-12-08,2113,bulk,"400989.0,400061.0"
2025-12-08,2114,multi order,"394577.0,399370.0"
2025-12-08,2115,bulk,"398161.0,396204.0"
2025-12-08,2116,bulk,"396857.0,394542.0"
2025-12-08,2117,bulk,"399370.0,392645.0"
2025-12-08,2118,bulk,"396857.0,401071.0"
2025-12-08,2119,bulk,"396204.0,400061.0"
2025-12-08,2120,bulk,"400356.0,394542.0"
2025-12-08,2121,multi order,"392645.0,400061.0"
2025-12-08,2122,bulk,"400061.0,401071.0"
2025-12-08,2123,bulk,"400356.0,392645.0"
2025-12-08,2124,bulk,"394577.0,399370.0"
2025-12-08,2125,multi order,"400356.0,400989.0"
2025-12-08,2126,bulk,"400989.0,400061.0"
2025-12-08,2127,bulk,"399370.0,396204.0"
2025-12-08,2128,bulk,"394577.0,396857.0"
2025-12-08,2129,multi order,"399370.0,400989.0"
2025-12-08,2130,bulk,"399370.0,400061.0"
2025-12-08,2131,bulk,"396204.0,401071.0"
2025-12-08,2132,bulk,"399370.0,400989.0"
2025-12-08,2133,bulk,"396204.0,400061.0"
2025-12-08,2134,multi order,"396857.0,394542.0"
2025-12-08,2135,bulk,"399370.0,400061.0"
2025-12-08,2136,bulk,"400356.0,400989.0"
2025-12-08,2137,multi order,"400989.0,400061.0"
2025-12-08,2138,bulk,"394577.0,400356.0"
2025-12-08,2139,bulk,"396857.0,400061.0"
2025-12-08,2140,bulk,"400356.0,400061.0"
2025-12-08,2141,bulk,"400989.0,394542.0"
2025-12-08,2142,multi order,"396204.0,400989.0"
2025-12-08,2143,bulk,"399370.0,400356.0"
2025-12-08,2144,bulk,"396204.0,400989.0"
2025-12-08,2145,bulk,"394577.0,396204.0"
2025-12-08,2146,bulk,"400356.0,400989.0"
2025-12-08,2147,bulk,"392424.0,395983.0"
2025-12-08,2148,bulk,"396467.0,395983.0"
2025-12-08,2149,bulk,"399816.0,401309.0"
2025-12-08,2150,multi order,"395468.0,400156.0"
2025-12-08,2151,bulk,"394413.0,396446.0"
2025-12-08,2152,bulk,"400976.0,400698.0"
2025-12-08,2153,bulk,"396467.0,401309.0"
2025-12-08,2154,bulk,"395468.0,395983.0"
2025-12-08,2155,multi order,"392424.0,396467.0"
2025-12-08,2156,bulk,"399816.0,395468.0"
2025-12-08,2157,bulk,"394413.0,396446.0"
2025-12-08,2158,bulk,"392424.0,401309.0"
2025-12-08,2159,bulk,"396467.0,394413.0"
2025-12-08,2160,bulk,"395468.0,401309.0"
2025-12-08,2161,bulk,"401309.0,395983.0"
2025-12-08,2162,multi order,"401309.0,396446.0"
2025-12-08,2163,multi order,"395468.0,400156.0"
2025-12-08,2164,bulk,"399816.0,400156.0"
2025-12-08,2165,bulk,"392424.0,399816.0"
2025-12-08,2166,bulk,"400976.0,394413.0"
2025-12-08,2167,multi order,"399816.0,401309.0"
2025-12-08,2168,multi order,"394413.0,396446.0"
2025-12-08,2169,bulk,"395468.0,401309.0"
2025-12-08,2170,bulk,"400976.0,399816.0"
2025-12-08,2171,bulk,"394413.0,396446.0"
2025-12-08,2172,bulk,"400156.0,394413.0"
2025-12-08,2173,bulk,"396467.0,401309.0"
2025-12-08,2174,bulk,"400698.0,394413.0"
2025-12-08,2175,bulk,"392424.0,395468.0"
2025-12-08,2176,bulk,"400698.0,394413.0"
2025-12-08,2177,bulk,"396467.0,395983.0"
2025-12-08,2178,bulk,"392424.0,396467.0"
2025-12-08,2179,bulk,"400698.0,395983.0"
2025-12-08,2180,bulk,"395468.0,400156.0"
2025-12-08,2181,bulk,"399816.0,396467.0"
2025-12-08,2182,bulk,"395468.0,401309.0"
2025-12-08,2183,bulk,"392424.0,396467.0"
2025-12-08,2184,bulk,"392424.0,400156.0"
2025-12-08,2185,multi order,"401309.0,395983.0"
2025-12-08,2186,multi order,"395468.0,396446.0"
2025-12-08,2187,bulk,"392424.0,401309.0"
2025-12-08,2188,bulk,"399816.0,400156.0"
2025-12-08,2189,multi order,"400698.0,396446.0"
2025-12-08,2190,bulk,"401309.0,394413.0"
2025-12-08,2191,bulk,"396467.0,395468.0"
2025-12-08,2192,bulk,"392424.0,396467.0"
2025-12-08,2193,multi order,"400156.0,401309.0"
2025-12-08,2194,bulk,"399816.0,395983.0"
2025-12-08,2195,bulk,"399816.0,401309.0"
2025-12-08,2196,bulk,"400976.0,400698.0"
2025-12-08,2197,bulk,"396467.0,401309.0"
2025-12-08,2198,bulk,"396446.0,395983.0"
2025-12-08,2199,bulk,"400698.0,395468.0"
2025-12-08,2200,bulk,"400976.0,394413.0"
2025-12-08,2201,multi order,"392424.0,394413.0"
2025-12-08,2202,multi order,"400698.0,396467.0"
2025-12-08,2203,bulk,"400698.0,396446.0"
2025-12-08,2204,bulk,"396467.0,395468.0"
2025-12-08,2205,bulk,"396467.0,400156.0"
2025-12-08,2206,bulk,"396467.0,395983.0"
2025-12-08,2207,bulk,"395468.0,394413.0"
2025-12-08,2208,bulk,"400698.0,401309.0"
2025-12-08,2209,bulk,"394413.0,395983.0"
2025-12-08,2210,bulk,"392424.0,399816.0"
2025-12-08,2211,multi order,"396467.0,401309.0"
2025-12-08,2212,bulk,"392424.0,396446.0"
2025-12-08,2213,bulk,"400976.0,401309.0"
2025-12-08,2214,bulk,"392424.0,400976.0"
2025-12-08,2215,multi order,"396467.0,400156.0"
2025-12-08,2216,bulk,"396467.0,394413.0"
2025-12-08,2217,bulk,"400156.0,396446.0"
2025-12-08,2218,bulk,"392424.0,396467.0"
2025-12-08,2219,bulk,"399816.0,394413.0"
2025-12-08,2220,bulk,"396446.0,395983.0"
2025-12-08,2221,bulk,"399816.0,396467.0"
2025-12-08,2222,bulk,"392424.0,401309.0"
2025-12-08,2223,multi order,"399816.0,394413.0"
2025-12-08,2224,multi order,"392424.0,396467.0"
2025-12-08,2225,bulk,"394413.0,396446.0"
2025-12-08,2226,bulk,"392424.0,400156.0"
2025-12-08,2227,bulk,"395468.0,395983.0"
2025-12-08,2228,bulk,"399816.0,396467.0"
2025-12-08,2229,bulk,"399816.0,400156.0"
2025-12-08,2230,multi order,"400976.0,400156.0"
2025-12-08,2231,bulk,"399816.0,401309.0"
2025-12-08,2232,multi order,"392424.0,395468.0"
2025-12-08,2233,bulk,"392424.0,394413.0"
2025-12-08,2234,bulk,"399816.0,396467.0"
2025-12-08,2235,bulk,"400976.0,395983.0"
2025-12-08,2236,multi order,"399816.0,401309.0"
2025-12-08,2237,multi order,"392424.0,400156.0"
2025-12-08,2238,bulk,"396467.0,395468.0"
2025-12-08,2239,bulk,"400698.0,395468.0"
2025-12-08,2240,multi order,"396467.0,401309.0"
2025-12-08,2241,bulk,"392424.0,396467.0"
2025-12-08,2242,bulk,"399816.0,395468.0"
2025-12-08,2243,bulk,"392424.0,395983.0"
2025-12-08,2244,bulk,"395468.0,396446.0"
2025-12-08,2245,bulk,"400976.0,400698.0"
2025-12-08,2246,bulk,"392424.0,395468.0"
2025-12-08,2247,bulk,"400156.0,395983.0"
2025-12-08,2248,multi order,"396467.0,395983.0"
2025-12-08,2249,bulk,"400976.0,396467.0"
2025-12-08,2250,multi order,"400698.0,395468.0"
2025-12-08,2251,multi order,"396467.0,396446.0"
2025-12-08,2252,bulk,"396467.0,394413.0"
2025-12-08,2253,bulk,"392424.0,396446.0"
2025-12-08,2254,multi order,"395468.0,401309.0"
