Picklist_date,picklist_no,picklist_type,stores_in_picklist
2025-12-08,3573,bulk,"400698.0,396467.0"
2025-12-08,3574,bulk,"400976.0,392424.0"
2025-12-08,3575,bulk,"396467.0,395468.0"
2025-12-08,3576,bulk,"392424.0,399816.0"
2025-12-08,3577,bulk,"400976.0,392424.0"
2025-12-08,3578,bulk,"396446.0,395983.0"
2025-12-08,3579,bulk,"401309.0,395983.0"
2025-12-08,3580,bulk,"392424.0,395468.0"
2025-12-08,3581,bulk,"396467.0,401309.0"
2025-12-08,3582,multi order,"399816.0,396467.0"
2025-12-08,3583,multi order,"392424.0,399816.0"
2025-12-08,3584,bulk,"399816.0,400156.0"
2025-12-08,3585,multi order,"392424.0,394413.0"
2025-12-08,3586,multi order,"400698.0,396467.0"
2025-12-08,3587,bulk,"396467.0,396446.0"
2025-12-08,3588,bulk,"392424.0,396446.0"
2025-12-08,3589,bulk,"399816.0,396446.0"
2025-12-08,3590,bulk,"392424.0,399816.0"
2025-12-08,3591,multi order,"400976.0,392424.0"
2025-12-08,3592,bulk,"396467.0,395468.0"
2025-12-08,3593,multi order,"400976.0,351426.0"
2025-12-08,3594,multi order,"351426.0,394957.0"
2025-12-08,3595,multi order,"351426.0,394957.0"
2025-12-08,3596,multi order,"351426.0,394957.0"
2025-12-08,3597,multi order,"351426.0,394957.0"
2025-12-08,3598,multi order,"351426.0,394957.0"
2025-12-08,3599,multi order,"351426.0,394957.0"
2025-12-08,3600,multi order,"351426.0,394957.0"
2025-12-08,3601,multi order,"351426.0,394957.0"
2025-12-08,3602,multi order,"351426.0,353631.0"
2025-12-08,3603,multi order,"400793.0,399046.0"
2025-12-08,3604,multi order,"395105.0,400156.0"
2025-12-08,3605,multi order,"337626.0,399046.0"
2025-12-08,3606,bulk,"401312.0,400793.0"
2025-12-08,3607,bulk,"401312.0,337626.0"
2025-12-08,3608,multi order,"400793.0,399046.0"
2025-12-08,3609,bulk,"398161.0,395105.0"
2025-12-08,3610,bulk,"401004.0,399046.0"
2025-12-08,3611,bulk,"398161.0,396766.0"
2025-12-08,3612,bulk,"400490.0,399046.0"
2025-12-08,3613,bulk,"337626.0,353631.0"
2025-12-08,3614,multi order,"400697.0,400490.0"
2025-12-08,3615,multi order,"401312.0,337626.0"
2025-12-08,3616,bulk,"398161.0,395105.0"
2025-12-08,3617,multi order,"400793.0,399046.0"
2025-12-08,3618,multi order,"398161.0,400418.0"
2025-12-08,3619,multi order,"395105.0,400156.0"
2025-12-08,3620,bulk,"337626.0,400156.0"
2025-12-08,3621,bulk,"396766.0,399046.0"
2025-12-08,3622,bulk,"398161.0,399046.0"
2025-12-08,3623,bulk,"395105.0,396766.0"
2025-12-08,3624,bulk,"400793.0,400156.0"
2025-12-08,3625,bulk,"401004.0,396766.0"
2025-12-08,3626,bulk,"395105.0,337626.0"
2025-12-08,3627,bulk,"337626.0,396766.0"
2025-12-08,3628,multi order,"401312.0,395105.0"
2025-12-08,3629,multi order,"398161.0,353631.0"
2025-12-08,3630,multi order,"401312.0,400156.0"
2025-12-08,3631,multi order,"400490.0,400156.0"
2025-12-08,3632,multi order,"401312.0,400490.0"
2025-12-08,3633,bulk,"400156.0,399046.0"
2025-12-08,3634,bulk,"401312.0,401004.0"
2025-12-08,3635,bulk,"398161.0,396766.0"
2025-12-08,3636,multi order,"337626.0,399046.0"
2025-12-08,3637,bulk,"401004.0,400156.0"
2025-12-08,3638,bulk,"401312.0,337626.0"
2025-12-08,3639,bulk,"395105.0,400490.0"
2025-12-08,3640,bulk,"401312.0,396766.0"
2025-12-08,3641,bulk,"400793.0,396766.0"
2025-12-08,3642,multi order,"401312.0,337626.0"
2025-12-08,3643,bulk,"395105.0,400697.0"
2025-12-08,3644,bulk,"401312.0,337626.0"
2025-12-08,3645,bulk,"400418.0,400156.0"
2025-12-08,3646,multi order,"400793.0,396766.0"
2025-12-08,3647,multi order,"395105.0,337626.0"
2025-12-08,3648,bulk,"396766.0,353631.0"
2025-12-08,3649,multi order,"395105.0,400156.0"
2025-12-08,3650,multi order,"337626.0,401004.0"
2025-12-08,3651,multi order,"398161.0,399046.0"
2025-12-08,3652,bulk,"398161.0,396766.0"
2025-12-08,3653,bulk,"398161.0,400697.0"
2025-12-08,3654,multi order,"337626.0,399046.0"
2025-12-08,3655,bulk,"401312.0,398161.0"
2025-12-08,3656,bulk,"400793.0,337626.0"
2025-12-08,3657,multi order,"401312.0,400490.0"
2025-12-08,3658,bulk,"337626.0,396766.0"
2025-12-08,3659,bulk,"400697.0,399046.0"
2025-12-08,3660,multi order,"395105.0,400156.0"
2025-12-08,3661,bulk,"398161.0,400490.0"
2025-12-08,3662,bulk,"395105.0,400697.0"
2025-12-08,3663,multi order,"401312.0,400418.0"
2025-12-08,3664,bulk,"400793.0,400490.0"
2025-12-08,3665,bulk,"398161.0,395105.0"
2025-12-08,3666,bulk,"400490.0,396766.0"
2025-12-08,3667,bulk,"337626.0,396766.0"
2025-12-08,3668,multi order,"401312.0,399046.0"
2025-12-08,3669,bulk,"395105.0,396766.0"
2025-12-08,3670,multi order,"401312.0,337626.0"
2025-12-08,3671,multi order,"401312.0,398161.0"
2025-12-08,3672,multi order,"400793.0,399046.0"
2025-12-08,3673,bulk,"337626.0,400156.0"
2025-12-08,3674,bulk,"400418.0,401004.0"
2025-12-08,3675,bulk,"400793.0,337626.0"
2025-12-08,3676,bulk,"400418.0,401004.0"
2025-12-08,3677,multi order,"337626.0,400156.0"
2025-12-08,3678,bulk,"400793.0,395105.0"
2025-12-08,3679,bulk,"400490.0,399046.0"
2025-12-08,3680,bulk,"401312.0,401004.0"
2025-12-08,3681,bulk,"400490.0,399046.0"
2025-12-08,3682,bulk,"400156.0,396766.0"
2025-12-08,3683,bulk,"400793.0,401004.0"
2025-12-08,3684,bulk,"398161.0,400156.0"
2025-12-08,3685,bulk,"400156.0,399046.0"
2025-12-08,3686,bulk,"337626.0,396766.0"
2025-12-08,3687,multi order,"395105.0,400490.0"
2025-12-08,3688,bulk,"401312.0,399046.0"
2025-12-08,3689,multi order,"398161.0,400490.0"
2025-12-08,3690,multi order,"398161.0,396766.0"
2025-12-08,3691,bulk,"400156.0,399046.0"
2025-12-08,3692,multi order,"398161.0,395105.0"
2025-12-08,3693,bulk,"398161.0,400793.0"
2025-12-08,3694,bulk,"337626.0,400418.0"
2025-12-08,3695,multi order,"395105.0,396766.0"
2025-12-08,3696,multi order,"401312.0,399046.0"
2025-12-08,3697,bulk,"395105.0,401004.0"
2025-12-08,3698,bulk,"401312.0,398161.0"
2025-12-08,3699,multi order,"337626.0,396766.0"
2025-12-08,3700,bulk,"395105.0,396766.0"
2025-12-08,3701,bulk,"401312.0,400156.0"
2025-12-08,3702,multi order,"401004.0,399046.0"
2025-12-08,3703,bulk,"400793.0,400490.0"
2025-12-08,3704,multi order,"337626.0,400490.0"
2025-12-08,3705,bulk,"398161.0,353631.0"
2025-12-08,3706,multi order,"395105.0,399046.0"
2025-12-08,3707,bulk,"337626.0,400156.0"
2025-12-08,3708,multi order,"395105.0,400156.0"
2025-12-08,3709,multi order,"337626.0,396766.0"
2025-12-08,3710,bulk,"398161.0,353631.0"
2025-12-08,3711,bulk,"395105.0,401004.0"
2025-12-08,3712,bulk,"400793.0,399046.0"
2025-12-08,3713,bulk,"401312.0,398161.0"
2025-12-08,3714,multi order,"398161.0,400156.0"
2025-12-08,3715,bulk,"400156.0,396766.0"
2025-12-08,3716,multi order,"395105.0,337626.0"
2025-12-08,3717,bulk,"400697.0,399046.0"
2025-12-08,3718,multi order,"401312.0,400418.0"
2025-12-08,3719,multi order,"400490.0,353631.0"
2025-12-08,3720,multi order,"396766.0,399046.0"
2025-12-08,3721,bulk,"395105.0,400418.0"
2025-12-08,3722,bulk,"400490.0,399046.0"
2025-12-08,3723,multi order,"401312.0,400490.0"
2025-12-08,3724,multi order,"337626.0,399046.0"
2025-12-08,3725,multi order,"395105.0,396766.0"
2025-12-08,3726,bulk,"400793.0,399046.0"
2025-12-08,3727,multi order,"398161.0,337626.0"
2025-12-08,3728,bulk,"400156.0,353631.0"
2025-12-08,3729,bulk,"400697.0,401004.0"
2025-12-08,3730,bulk,"401312.0,400418.0"
2025-12-08,3731,multi order,"337626.0,400490.0"
2025-12-08,3732,multi order,"395105.0,396766.0"
2025-12-08,3733,bulk,"401004.0,399046.0"
2025-12-08,3734,multi order,"398161.0,337626.0"
2025-12-08,3735,bulk,"395105.0,337626.0"
2025-12-08,3736,multi order,"401312.0,396766.0"
2025-12-08,3737,multi order,"395105.0,400418.0"
2025-12-08,3738,multi order,"401312.0,400156.0"
2025-12-08,3739,multi order,"400793.0,400490.0"
2025-12-08,3740,multi order,"398161.0,395105.0"
2025-12-08,3741,bulk,"337626.0,396766.0"
2025-12-08,3742,bulk,"401312.0,399046.0"
2025-12-08,3743,bulk,"395105.0,400156.0"
2025-12-08,3744,bulk,"401004.0,396766.0"
2025-12-08,3745,bulk,"400490.0,400156.0"
2025-12-08,3746,multi order,"401004.0,399046.0"
2025-12-08,3747,bulk,"400793.0,337626.0"
2025-12-08,3748,multi order,"395105.0,400490.0"
2025-12-08,3749,bulk,"398161.0,400490.0"
2025-12-08,3750,bulk,"398161.0,399046.0"
2025-12-08,3751,multi order,"337626.0,396766.0"
2025-12-08,3752,bulk,"337626.0,400490.0"
2025-12-08,3753,bulk,"400793.0,399046.0"
2025-12-08,3754,bulk,"395105.0,400156.0"
2025-12-08,3755,multi order,"401312.0,337626.0"
2025-12-08,3756,bulk,"400156.0,396766.0"
2025-12-08,3757,bulk,"395105.0,337626.0"
2025-12-08,3758,bulk,"398161.0,401004.0"
2025-12-08,3759,multi order,"395105.0,400156.0"
2025-12-08,3760,multi order,"401312.0,400156.0"
2025-12-08,3761,bulk,"401004.0,399046.0"
2025-12-08,3762,bulk,"401312.0,400793.0"
2025-12-08,3763,multi order,"395105.0,396766.0"
2025-12-08,3764,bulk,"401312.0,400793.0"
2025-12-08,3765,bulk,"398161.0,395105.0"
2025-12-08,3766,bulk,"400793.0,399046.0"
2025-12-08,3767,bulk,"401312.0,396766.0"
2025-12-08,3768,bulk,"337626.0,400490.0"
2025-12-08,3769,bulk,"395105.0,400156.0"
2025-12-08,3770,bulk,"398161.0,396766.0"
2025-12-08,3771,bulk,"398161.0,400793.0"
2025-12-08,3772,multi order,"401312.0,396766.0"
2025-12-08,3773,bulk,"395105.0,396766.0"
2025-12-08,3774,multi order,"398161.0,399046.0"
2025-12-08,3775,bulk,"395105.0,337626.0"
2025-12-08,3776,multi order,"401312.0,400418.0"
2025-12-08,3777,bulk,"337626.0,399046.0"
2025-12-08,3778,bulk,"398161.0,400793.0"
2025-12-08,3779,bulk,"400697.0,400418.0"
2025-12-08,3780,multi order,"400793.0,401004.0"
2025-12-08,3781,multi order,"398161.0,400697.0"
2025-12-08,3782,multi order,"337626.0,400490.0"
2025-12-08,3783,multi order,"401312.0,399046.0"
2025-12-08,3784,bulk,"401312.0,400156.0"
2025-12-08,3785,bulk,"398161.0,399046.0"
2025-12-08,3786,multi order,"399046.0,396766.0"
2025-12-08,3787,multi order,"400793.0,400697.0"
2025-12-08,3788,multi order,"401004.0,399046.0"
2025-12-08,3789,bulk,"395105.0,396766.0"
2025-12-08,3790,bulk,"337626.0,399046.0"
2025-12-08,3791,bulk,"400793.0,400490.0"
2025-12-08,3792,multi order,"401312.0,395105.0"
2025-12-08,3793,multi order,"337626.0,401004.0"
2025-12-08,3794,multi order,"337626.0,353631.0"
2025-12-08,3795,multi order,"400793.0,353631.0"
2025-12-08,3796,bulk,"395105.0,400156.0"
2025-12-08,3797,multi order,"337626.0,400490.0"
2025-12-08,3798,bulk,"395105.0,396766.0"
2025-12-08,3799,multi order,"400490.0,400156.0"
2025-12-08,3800,bulk,"399046.0,396766.0"
2025-12-08,3801,bulk,"337626.0,400490.0"
2025-12-08,3802,multi order,"398161.0,395105.0"
2025-12-08,3803,multi order,"400156.0,399046.0"
2025-12-08,3804,bulk,"395105.0,337626.0"
2025-12-08,3805,bulk,"395105.0,400490.0"
2025-12-08,3806,multi order,"398161.0,396766.0"
2025-12-08,3807,bulk,"401312.0,395105.0"
2025-12-08,3808,bulk,"396766.0,399046.0"
2025-12-08,3809,multi order,"337626.0,400156.0"
2025-12-08,3810,multi order,"337626.0,399046.0"
2025-12-08,3811,multi order,"398161.0,400156.0"
2025-12-08,3812,bulk,"400793.0,395105.0"
2025-12-08,3813,bulk,"401312.0,400156.0"
2025-12-08,3814,bulk,"337626.0,400156.0"
2025-12-08,3815,bulk,"401312.0,400156.0"
2025-12-08,3816,multi order,"337626.0,400418.0"
2025-12-08,3817,bulk,"400793.0,399046.0"
2025-12-08,3818,bulk,"401312.0,400156.0"
2025-12-08,3819,bulk,"400490.0,401004.0"
2025-12-08,3820,bulk,"398161.0,395105.0"
2025-12-08,3821,bulk,"400697.0,353631.0"
2025-12-08,3822,multi order,"398161.0,337626.0"
2025-12-08,3823,bulk,"400697.0,353631.0"
2025-12-08,3824,bulk,"400793.0,400418.0"
2025-12-08,3825,bulk,"401004.0,400156.0"
2025-12-08,3826,bulk,"395105.0,400490.0"
2025-12-08,3827,bulk,"401312.0,337626.0"
2025-12-08,3828,bulk,"337626.0,396766.0"
2025-12-08,3829,bulk,"401312.0,400490.0"
2025-12-08,3830,bulk,"400490.0,401004.0"
2025-12-08,3831,bulk,"400418.0,400156.0"
2025-12-08,3832,bulk,"398161.0,400156.0"
2025-12-08,3833,bulk,"400793.0,401004.0"
2025-12-08,3834,bulk,"337626.0,400156.0"
2025-12-08,3835,multi order,"337626.0,399046.0"
2025-12-08,3836,bulk,"398161.0,400490.0"
2025-12-08,3837,bulk,"401312.0,399046.0"
2025-12-08,3838,multi order,"395105.0,401004.0"
2025-12-08,3839,multi order,"400793.0,395105.0"
2025-12-08,3840,multi order,"400793.0,400156.0"
2025-12-08,3841,bulk,"395105.0,396766.0"
2025-12-08,3842,bulk,"400793.0,337626.0"
2025-12-08,3843,bulk,"395105.0,399046.0"
2025-12-08,3844,multi order,"400490.0,399046.0"
2025-12-08,3845,multi order,"400793.0,400156.0"
2025-12-08,3846,multi order,"401312.0,399046.0"
2025-12-08,3847,multi order,"395105.0,400156.0"
2025-12-08,3848,bulk,"400697.0,401004.0"
2025-12-08,3849,bulk,"400418.0,353631.0"
2025-12-08,3850,bulk,"401312.0,401004.0"
2025-12-08,3851,multi order,"400418.0,399046.0"
2025-12-08,3852,bulk,"401312.0,399046.0"
2025-12-08,3853,bulk,"400793.0,400490.0"
2025-12-08,3854,bulk,"400793.0,353631.0"
2025-12-08,3855,multi order,"401312.0,400156.0"
2025-12-08,3856,multi order,"401004.0,400156.0"
2025-12-08,3857,bulk,"401004.0,353631.0"
2025-12-08,3858,bulk,"401312.0,399046.0"
2025-12-08,3859,multi order,"400490.0,399046.0"
2025-12-08,3860,multi order,"337626.0,396766.0"
2025-12-08,3861,bulk,"398161.0,399046.0"
2025-12-08,3862,multi order,"401312.0,400156.0"
2025-12-08,3863,multi order,"400490.0,396766.0"
2025-12-08,3864,multi order,"398161.0,395105.0"
2025-12-08,3865,bulk,"400793.0,395105.0"
2025-12-08,3866,multi order,"396766.0,399046.0"
2025-12-08,3867,multi order,"401312.0,398161.0"
2025-12-08,3868,bulk,"401312.0,400156.0"
2025-12-08,3869,bulk,"400793.0,337626.0"
2025-12-08,3870,bulk,"401312.0,400793.0"
2025-12-08,3871,multi order,"395105.0,337626.0"
2025-12-08,3872,bulk,"400156.0,353631.0"
2025-12-08,3873,bulk,"398161.0,400490.0"
2025-12-08,3874,multi order,"401312.0,337626.0"
2025-12-08,3875,bulk,"399046.0,396766.0"
2025-12-08,3876,bulk,"401312.0,396766.0"
2025-12-08,3877,multi order,"395105.0,400156.0"
2025-12-08,3878,bulk,"396766.0,399046.0"
2025-12-08,3879,bulk,"401312.0,337626.0"
2025-12-08,3880,bulk,"400793.0,337626.0"
2025-12-08,3881,multi order,"401312.0,337626.0"
2025-12-08,3882,bulk,"395105.0,399046.0"
2025-12-08,3883,bulk,"398161.0,400490.0"
2025-12-08,3884,multi order,"395105.0,401004.0"
2025-12-08,3885,multi order,"401004.0,399046.0"
2025-12-08,3886,bulk,"395105.0,400490.0"
2025-12-08,3887,bulk,"400697.0,337626.0"
2025-12-08,3888,bulk,"400793.0,400156.0"
2025-12-08,3889,bulk,"401312.0,399046.0"
2025-12-08,3890,multi order,"401004.0,400156.0"
2025-12-08,3891,bulk,"337626.0,353631.0"
2025-12-08,3892,bulk,"398161.0,400793.0"
2025-12-08,3893,bulk,"401004.0,400156.0"
2025-12-08,3894,multi order,"400490.0,399046.0"
2025-12-08,3895,bulk,"400156.0,353631.0"
2025-12-08,3896,bulk,"400418.0,399046.0"
2025-12-08,3897,bulk,"400697.0,400793.0"
2025-12-08,3898,bulk,"400490.0,353631.0"
2025-12-08,3899,bulk,"337626.0,400156.0"
2025-12-08,3900,bulk,"401004.0,353631.0"
2025-12-08,3901,multi order,"396766.0,399046.0"
2025-12-08,3902,bulk,"400697.0,401004.0"
2025-12-08,3903,bulk,"337626.0,396766.0"
2025-12-08,3904,multi order,"400697.0,399046.0"
2025-12-08,3905,multi order,"400793.0,337626.0"
2025-12-08,3906,bulk,"401312.0,398161.0"
2025-12-08,3907,bulk,"400697.0,399046.0"
2025-12-08,3908,bulk,"400697.0,400156.0"
2025-12-08,3909,bulk,"398161.0,337626.0"
2025-12-08,3910,bulk,"401312.0,395105.0"
2025-12-08,3911,multi order,"395105.0,396766.0"
2025-12-08,3912,multi order,"400793.0,400156.0"
2025-12-08,3913,bulk,"400793.0,400490.0"
2025-12-08,3914,bulk,"395105.0,400156.0"
2025-12-08,3915,multi order,"337626.0,400156.0"
2025-12-08,3916,multi order,"395105.0,396766.0"
2025-12-08,3917,multi order,"400793.0,399046.0"
2025-12-08,3918,bulk,"398161.0,395105.0"
2025-12-08,3919,multi order,"337626.0,400490.0"
2025-12-08,3920,bulk,"395105.0,400490.0"
2025-12-08,3921,bulk,"398161.0,396766.0"
2025-12-08,3922,multi order,"401312.0,337626.0"
2025-12-08,3923,bulk,"337626.0,400156.0"
2025-12-08,3924,bulk,"400793.0,399046.0"
2025-12-08,3925,bulk,"400490.0,396766.0"
2025-12-08,3926,multi order,"395105.0,396766.0"
2025-12-08,3927,bulk,"398161.0,353631.0"
2025-12-08,3928,bulk,"400793.0,400418.0"
2025-12-08,3929,bulk,"400697.0,337626.0"
2025-12-08,3930,bulk,"395105.0,400156.0"
2025-12-08,3931,bulk,"398161.0,399046.0"
2025-12-08,3932,bulk,"396766.0,353631.0"
2025-12-08,3933,bulk,"401312.0,400418.0"
2025-12-08,3934,bulk,"337626.0,400418.0"
2025-12-08,3935,multi order,"398161.0,395105.0"
2025-12-08,3936,bulk,"396766.0,399046.0"
2025-12-08,3937,multi order,"337626.0,353631.0"
2025-12-08,3938,multi order,"400793.0,400418.0"
2025-12-08,3939,bulk,"400156.0,396766.0"
2025-12-08,3940,bulk,"398161.0,399046.0"
2025-12-08,3941,bulk,"398161.0,400156.0"
2025-12-08,3942,bulk,"401312.0,400156.0"
2025-12-08,3943,multi order,"395105.0,399046.0"
2025-12-08,3944,bulk,"401312.0,337626.0"
2025-12-08,3945,bulk,"400156.0,396766.0"
2025-12-08,3946,multi order,"398161.0,337626.0"
2025-12-08,3947,multi order,"398161.0,399046.0"
2025-12-08,3948,bulk,"395105.0,337626.0"
2025-12-08,3949,bulk,"337626.0,396766.0"
2025-12-08,3950,bulk,"400793.0,400156.0"
2025-12-08,3951,bulk,"398161.0,396766.0"
2025-12-08,3952,bulk,"400793.0,400156.0"
2025-12-08,3953,bulk,"395105.0,337626.0"
2025-12-08,3954,bulk,"398161.0,401004.0"
2025-12-08,3955,multi order,"401312.0,395105.0"
2025-12-08,3956,bulk,"398161.0,395105.0"
2025-12-08,3957,bulk,"401312.0,400490.0"
2025-12-08,3958,multi order,"395105.0,401004.0"
2025-12-08,3959,bulk,"396766.0,399046.0"
2025-12-08,3960,bulk,"398161.0,395105.0"
2025-12-08,3961,bulk,"401312.0,337626.0"
2025-12-08,3962,multi order,"395105.0,400697.0"
2025-12-08,3963,multi order,"395105.0,353631.0"
2025-12-08,3964,bulk,"401312.0,337626.0"
2025-12-08,3965,bulk,"401312.0,399046.0"
2025-12-08,3966,multi order,"399046.0,396766.0"
2025-12-08,3967,multi order,"337626.0,396766.0"
2025-12-08,3968,multi order,"395105.0,337626.0"
2025-12-08,3969,multi order,"398161.0,396766.0"
2025-12-08,3970,multi order,"398161.0,401004.0"
2025-12-08,3971,bulk,"398161.0,400697.0"
2025-12-08,3972,multi order,"395105.0,399046.0"
2025-12-08,3973,bulk,"398161.0,337626.0"
2025-12-08,3974,bulk,"400793.0,396766.0"
2025-12-08,3975,bulk,"395105.0,400156.0"
2025-12-08,3976,bulk,"398161.0,400697.0"
2025-12-08,3977,bulk,"395105.0,399046.0"
2025-12-08,3978,multi order,"400156.0,399046.0"
2025-12-08,3979,bulk,"395105.0,337626.0"
2025-12-08,3980,multi order,"398161.0,400156.0"
2025-12-08,3981,multi order,"399046.0,353631.0"
2025-12-08,3982,bulk,"395105.0,401004.0"
2025-12-08,3983,bulk,"398161.0,400793.0"
2025-12-08,3984,multi order,"400490.0,401004.0"
2025-12-08,3985,bulk,"337626.0,399046.0"
2025-12-08,3986,bulk,"398161.0,400156.0"
2025-12-08,3987,bulk,"400793.0,401004.0"
2025-12-08,3988,bulk,"399046.0,353631.0"
2025-12-08,3989,bulk,"400697.0,400418.0"
2025-12-08,3990,bulk,"337626.0,399046.0"
2025-12-08,3991,bulk,"401004.0,396766.0"
2025-12-08,3992,bulk,"400793.0,395105.0"
2025-12-08,3993,bulk,"400156.0,396766.0"
2025-12-08,3994,multi order,"398161.0,395105.0"
2025-12-08,3995,bulk,"400793.0,400156.0"
2025-12-08,3996,multi order,"337626.0,396766.0"
2025-12-08,3997,bulk,"337626.0,399046.0"
2025-12-08,3998,bulk,"401312.0,353631.0"
2025-12-08,3999,bulk,"395105.0,396766.0"
2025-12-08,4000,bulk,"337626.0,396766.0"
2025-12-08,4001,bulk,"398161.0,400418.0"
2025-12-08,4002,bulk,"401312.0,337626.0"
2025-12-08,4003,bulk,"337626.0,400156.0"
2025-12-08,4004,multi order,"400418.0,399046.0"
2025-12-08,4005,bulk,"400490.0,401004.0"
2025-12-08,4006,bulk,"400697.0,399046.0"
2025-12-08,4007,bulk,"400418.0,400156.0"
2025-12-08,4008,bulk,"337626.0,396766.0"
2025-12-08,4009,multi order,"401312.0,400156.0"
2025-12-08,4010,bulk,"400490.0,396766.0"
2025-12-08,4011,bulk,"398161.0,401004.0"
2025-12-08,4012,bulk,"400697.0,400490.0"
2025-12-08,4013,multi order,"401312.0,395105.0"
2025-12-08,4014,bulk,"337626.0,396766.0"
2025-12-08,4015,multi order,"401312.0,398161.0"
2025-12-08,4016,bulk,"400156.0,399046.0"
2025-12-08,4017,bulk,"400697.0,399046.0"
2025-12-08,4018,bulk,"400418.0,399046.0"
2025-12-08,4019,multi order,"398161.0,353631.0"
2025-12-08,4020,bulk,"396766.0,399046.0"
2025-12-08,4021,bulk,"398161.0,337626.0"
2025-12-08,4022,bulk,"396766.0,399046.0"
2025-12-08,4023,bulk,"401312.0,401004.0"
2025-12-08,4024,bulk,"400793.0,401004.0"
2025-12-08,4025,bulk,"398161.0,337626.0"
2025-12-08,4026,bulk,"400793.0,400418.0"
2025-12-08,4027,multi order,"400156.0,399046.0"
2025-12-08,4028,bulk,"398161.0,395105.0"
2025-12-08,4029,multi order,"401312.0,337626.0"
2025-12-08,4030,bulk,"396766.0,399046.0"
2025-12-08,4031,multi order,"395105.0,337626.0"
2025-12-08,4032,multi order,"400490.0,399046.0"
2025-12-08,4033,bulk,"400793.0,353631.0"
2025-12-08,4034,multi order,"398161.0,337626.0"
2025-12-08,4035,bulk,"401312.0,400156.0"
2025-12-08,4036,multi order,"395105.0,401004.0"
2025-12-08,4037,bulk,"398161.0,395105.0"
2025-12-08,4038,multi order,"401312.0,337626.0"
2025-12-08,4039,bulk,"398161.0,395105.0"
2025-12-08,4040,bulk,"337626.0,396766.0"
2025-12-08,4041,multi order,"400490.0,401004.0"
2025-12-08,4042,bulk,"401312.0,396766.0"
2025-12-08,4043,bulk,"400793.0,353631.0"
2025-12-08,4044,bulk,"398161.0,396766.0"
2025-12-08,4045,bulk,"337626.0,400156.0"
2025-12-08,4046,bulk,"398161.0,396766.0"
2025-12-08,4047,bulk,"400793.0,400156.0"
2025-12-08,4048,bulk,"398161.0,395105.0"
2025-12-08,4049,multi order,"401312.0,337626.0"
2025-12-08,4050,bulk,"400793.0,400490.0"
2025-12-08,4051,bulk,"400697.0,337626.0"
2025-12-08,4052,bulk,"401004.0,400156.0"
2025-12-08,4053,bulk,"399046.0,353631.0"
2025-12-08,4054,multi order,"400418.0,401004.0"
2025-12-08,4055,bulk,"401312.0,396766.0"
2025-12-08,4056,multi order,"398161.0,399046.0"
2025-12-08,4057,bulk,"337626.0,400490.0"
2025-12-08,4058,bulk,"398161.0,400156.0"
2025-12-08,4059,bulk,"400793.0,400490.0"
2025-12-08,4060,multi order,"395105.0,399046.0"
2025-12-08,4061,bulk,"401312.0,400490.0"
2025-12-08,4062,bulk,"400156.0,399046.0"
2025-12-08,4063,bulk,"395105.0,396766.0"
2025-12-08,4064,multi order,"401312.0,337626.0"
2025-12-08,4065,multi order,"395105.0,396766.0"
2025-12-08,4066,bulk,"400793.0,396766.0"
2025-12-08,4067,bulk,"398161.0,337626.0"
2025-12-08,4068,multi order,"337626.0,401004.0"
2025-12-08,4069,bulk,"400490.0,400156.0"
2025-12-08,4070,bulk,"399046.0,353631.0"
2025-12-08,4071,multi order,"401312.0,400418.0"
2025-12-08,4072,bulk,"337626.0,396766.0"
2025-12-08,4073,bulk,"401004.0,399046.0"
2025-12-08,4074,bulk,"400156.0,396766.0"
2025-12-08,4075,multi order,"337626.0,400156.0"
2025-12-08,4076,multi order,"395105.0,337626.0"
2025-12-08,4077,multi order,"401004.0,399046.0"
2025-12-08,4078,multi order,"400490.0,400156.0"
2025-12-08,4079,multi order,"337626.0,401004.0"
2025-12-08,4080,bulk,"395105.0,400793.0"
2025-12-08,4081,bulk,"400418.0,401004.0"
2025-12-08,4082,bulk,"400793.0,337626.0"
2025-12-08,4083,bulk,"398161.0,337626.0"
2025-12-08,4084,bulk,"395105.0,400490.0"
2025-12-08,4085,bulk,"401312.0,353631.0"
2025-12-08,4086,multi order,"337626.0,400490.0"
2025-12-08,4087,bulk,"400156.0,396766.0"
2025-12-08,4088,bulk,"400793.0,337626.0"
2025-12-08,4089,multi order,"398161.0,337626.0"
2025-12-08,4090,multi order,"401312.0,398161.0"
2025-12-08,4091,multi order,"401312.0,337626.0"
2025-12-08,4092,bulk,"395105.0,396766.0"
2025-12-08,4093,bulk,"398161.0,400156.0"
2025-12-08,4094,bulk,"399046.0,396766.0"
2025-12-08,4095,multi order,"400793.0,337626.0"
2025-12-08,4096,multi order,"398161.0,400490.0"
2025-12-08,4097,bulk,"398161.0,400156.0"
2025-12-08,4098,bulk,"398161.0,337626.0"
2025-12-08,4099,multi order,"395105.0,400156.0"
2025-12-08,4100,multi order,"395105.0,400490.0"
2025-12-08,4101,multi order,"401312.0,400793.0"
2025-12-08,4102,multi order,"399046.0,396766.0"
2025-12-08,4103,bulk,"400793.0,337626.0"
2025-12-08,4104,multi order,"395105.0,399046.0"
2025-12-08,4105,multi order,"337626.0,401004.0"
2025-12-08,4106,bulk,"401312.0,400793.0"
2025-12-08,4107,bulk,"401312.0,337626.0"
2025-12-08,4108,multi order,"401312.0,395105.0"
2025-12-08,4109,bulk,"400793.0,399046.0"
